item,risk_pass,high_cv_pass,monitor_pass,pred_cv,pred_range_over_mean,cv_n_listings,cv_source,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,base_price,n_listings,avg_discount,median_discount,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,steam_discount_risk_score,risk_collected_at_utc,status,error,sort_by,collected_at_utc,currency,cap_hit,discount_sample_n,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_band_risk%,steam_daily_ret_3d,trade_days,steam_trade_currency,model_ready,has_summary,summary_ready,has_fit,fit_ready,monitor_pass_before_model_ready,tier,liquidity_score,liquidity_rank
R8 Revolver | Desert Brush (Factory New),True,True,True,0.2628,0.6600792095051408,62,summary,True,True,True,True,True,4.04,26,0.0990468856662108,0.0734121769601401,168,3.851281291660498,2.542833160519423,0.9745490486780332,6.461538461538462,-0.0479041916167662,0.0078779795471806,-0.0209847344012217,0.216255442670537,0.0689404934687953,0.0910751217002047,2026-05-21T21:41:57.502089+00:00,ok,,best_deal,2026-04-19T04:00:00.236809+00:00,,False,8,5.8075,6.46375,2/2->1/2,4.0506,4.047,3.944,3.978,4.134,4.142,3.502,4.333,4.88816471633833,0.0392156862745098,7,3,True,True,True,True,True,True,B,0.4909386617100372,273.0
UMP-45 | Primal Saber (Minimal Wear),True,True,True,0.1313,0.38725529471463294,132,summary,True,True,True,True,True,13.37,50,0.0732641563890807,0.0733416827619507,62,5.807671721677078,5.206066012488848,0.9475123214735404,1.24,-0.0436620694434819,-0.0064444994285731,-0.0439835567469023,0.210160156533082,0.0218856438872381,0.0282084566308754,2026-05-21T21:51:34.534458+00:00,ok,,best_deal,2026-04-18T22:21:49.961036+00:00,,True,8,16.5875,17.90125,1/1,14.0125,13.8985,13.169,13.5502,14.364,15.1669,12.781,17.398,14.257983942908115,-0.0383301972262876,7,3,True,True,True,True,True,True,C,0.08689591078066915,492.0
Glock-18 | Grinder (Factory New),True,True,True,0.1057,0.7588930842607314,272,summary,True,True,True,True,True,18.37,50,0.0800354238092803,0.0721952157517399,141,6.004861704224425,6.293936009460614,0.937068908887867,2.82,0.0617821782178216,0.0203462760995851,0.0115787273543492,0.1749036429193088,0.1115877160263582,0.0287373309729083,2026-05-21T21:48:35.786167+00:00,ok,,best_deal,2026-04-17T19:09:39.094467+00:00,,True,8,20.135,21.96,1/1,15.221,15.223,14.265,14.913,15.827,16.14,10.917,22.322,12.318507325405688,0.072471498099873,7,3,True,True,True,True,True,True,B,0.36570631970260226,342.0
FAMAS | 2A2F (Factory New),True,True,True,0.1624,0.5628765792031096,206,summary,True,True,True,True,True,7.37,50,0.0720345816870758,0.0719029844207279,253,9.395596690506242,12.560851012681052,0.8756610259122157,5.06,0.1386623164763458,0.0114793062605891,0.0394965689416701,0.1490296952331335,0.137470695493618,-0.0379244759564089,2026-05-21T21:52:18.704562+00:00,ok,,best_deal,2026-04-17T09:53:05.360420+00:00,,True,8,7.665,8.26,1/1,14.9751,15.128,13.247,14.136,15.543,16.2758,0.796,34.219,20.22557445359297,0.0167853004469458,7,3,True,True,True,True,True,True,B,0.5752788104089219,229.0
P250 | Contaminant (Factory New),True,True,True,0.1901,0.5614606253319445,48,summary,True,True,True,True,True,13.24,32,0.0593836090690104,0.0717510512486386,50,2.8516635536422466,6.568315071366506,0.9348846420437666,1.5625,-0.0330195441295932,0.0020060563404238,,0.3027278118205179,0.024214271595177,0.0018737358366215,2026-05-21T22:00:27.176944+00:00,ok,,best_deal,2026-04-18T12:37:43.246260+00:00,,False,8,16.2975,17.4,1/1->1/1,10.0117,10.099,9.4414,9.9415,10.227,10.39,8.863,10.917,9.474914350210264,-0.022934672396311,7,3,True,True,True,True,True,True,C,0.03973048327137547,522.0
P2000 | Imperial Dragon (Field-Tested),True,True,True,0.0621,0.16563901789535415,104,summary,True,True,True,True,True,11.81,50,0.0702785563979227,0.0715279662624582,184,9.131391792644044,7.000733707693756,0.9279234134849108,3.68,0.0305719185743047,-0.0036126382132496,-0.0370457827520279,0.2051949931264018,0.0667100788654945,0.0136761363824676,2026-05-21T21:53:41.370889+00:00,ok,,best_deal,2026-04-18T12:02:40.377800+00:00,,True,8,12.2025,13.12625,1/1,13.7657,13.3705,12.4068,12.899,14.156,15.253,10.04,30.916,20.676028098825338,0.0075083831462312,7,3,True,True,True,True,True,True,B,0.45678438661710036,295.0
M4A1-S | Blood Tiger (Factory New),True,True,True,0.1038,0.650731463597424,215,summary,True,True,True,True,True,31.89,50,0.0743167964490589,0.0692646556304686,122,9.678173837765602,12.2108652400407,0.8797109472014841,2.44,0.0471741656188822,0.0099029792681459,-0.0143779107708655,0.2051979633710767,0.074443346758872,-0.0370606870999175,2026-05-21T21:50:25.725617+00:00,ok,,best_deal,2026-04-17T21:17:28.054872+00:00,,True,8,37.2875,40.3425,1/1,32.9215,33.4195,29.3995,30.9108,34.097,34.632,24.36,66.727,15.893868748386303,-0.0265571830152391,7,3,True,True,True,True,True,True,C,0.30436802973977695,375.0
P2000 | Wicked Sick (Field-Tested),True,True,True,0.2434,0.6499830623306232,400,summary,True,True,True,True,True,3.88,50,0.0732800275650087,0.0687768752986144,1966,7.209942130727641,7.174366758372076,0.9282495256166984,39.32,-0.0581257413997626,-0.0101427949950275,-0.0311526277980161,0.1085642317380351,0.0,0.0336467704500373,2026-05-21T21:51:18.500260+00:00,ok,,best_deal,2026-04-18T12:27:43.443711+00:00,,True,8,6.04,6.5175,1/1,4.2164,4.216,3.9135,4.048,4.352,4.572,3.589,4.936,15.617588464092591,-0.0170834364941816,7,3,True,True,True,True,True,True,A,0.9572490706319703,24.0
MAC-10 | Lapis Gator (Factory New),True,True,True,0.1761,0.5630105521302866,98,summary,True,True,True,True,True,5.19,50,0.0684713373559822,0.0687235329703569,173,6.3891231567379805,9.25145033095657,0.9087931468883852,3.46,-0.0228877526174824,0.0115145440799531,-0.0636626640619866,0.4403189633690504,0.1031647146772987,-0.0110564687793406,2026-05-21T21:54:36.618116+00:00,ok,,best_deal,2026-04-18T02:01:45.513016+00:00,,True,8,5.1725,5.55,1/1,3.9129,3.969,3.607,3.78,4.03,4.1548,2.977,5.195,13.999846661044227,0.0115956642298966,7,3,True,True,True,True,True,True,B,0.4363382899628253,306.0
AWP | POP AWP (Factory New),True,True,True,0.1456,0.7147696114338669,182,summary,True,True,True,True,True,65.15,50,0.0663371649136458,0.068500593384867,97,4.411825389807533,6.454092610605118,0.936456604255418,1.94,0.0191882571403307,-0.0036035346645449,0.0231485557920478,0.1914181601844277,0.1077191938722391,0.0111631854158377,2026-05-21T21:56:02.599204+00:00,ok,,best_deal,2026-04-17T04:50:53.367391+00:00,,True,8,80.41624999999999,86.16,1/1,84.8175,86.149,80.6748,83.473,87.215,88.18,69.903,90.684,8.848645621481419,-0.0772345170698233,7,3,True,True,True,True,True,True,C,0.23698884758364314,411.0
Glock-18 | Steel Disruption (Factory New),True,True,True,0.0842,0.374117591753482,63,summary,True,True,True,True,True,69.36,50,0.0515895180713782,0.0670815601438127,54,3.0873843340212006,5.788887753027222,0.9431099580481344,1.08,-0.0379375926048782,-0.0022553757957218,-0.0259769249069353,0.1689059500959692,0.0399623018837565,6.190724036121437e-05,2026-05-21T22:08:30.604681+00:00,ok,,best_deal,2026-04-17T19:23:40.238452+00:00,,True,8,75.81625,80.08375,1/1,89.0171,90.58,85.4269,88.302,91.0503,92.1679,69.333,92.668,7.572702323486161,-0.0158915079400986,7,3,True,True,True,True,True,True,C,0.029042750929368026,527.0
M4A4 | The Emperor (Field-Tested),True,True,True,0.1272,0.44757771583346373,380,summary,True,True,True,True,True,58.98,50,0.0692197071216058,0.0666053024060042,222,6.380506282225154,6.943158259498028,0.9312402928777456,4.44,-0.0062667453794106,0.0047105110574715,-0.0065268600344202,0.0875870157961278,0.0,0.0145001025205891,2026-05-21T21:54:13.593118+00:00,ok,,best_deal,2026-04-18T00:17:10.242722+00:00,,True,8,74.2675,79.79124999999999,1/1,66.9508,67.605,62.9565,64.728,68.9998,71.399,6.826,90.954,12.610006153772623,-0.0346303158637727,7,3,True,True,True,True,True,True,B,0.537639405204461,248.0
StatTrak™ Dual Berettas | Melondrama (Field-Tested),True,True,True,0.1452,0.39253397231768444,128,summary,True,True,True,True,True,5.67,50,0.0661407509177484,0.0643739335337613,324,8.870386555652669,5.995369305549167,0.9392479801118708,6.48,-0.0446538936959209,-0.0038719467575105,-0.0314304128187034,0.1183891314895682,0.0,0.0236650898195459,2026-05-21T21:56:32.627574+00:00,ok,,best_deal,2026-05-11T13:09:22.184233+00:00,,True,8,7.35,7.8725,1/1,6.5217,6.436,6.045,6.2088,6.7873,6.928,2.758,8.236,13.539414569820751,-0.0458333333333333,7,3,True,True,True,True,True,True,B,0.6579925650557621,184.0
Glock-18 | Winterized (Factory New),True,True,True,0.1855,0.5101818340382853,146,summary,True,True,True,True,True,4.2,50,0.0692451471900981,0.0638882445850868,364,5.573869752421951,6.963132400430566,0.9290366815221118,7.28,-0.0797684142811192,-0.0043481848236913,-0.0904155375506065,0.3876267039496679,0.0,0.01797442992149,2026-05-21T21:53:53.747413+00:00,ok,,best_deal,2026-04-17T20:10:42.064122+00:00,,True,8,5.5625,5.97375,1/1,2.9728,2.917,2.71,2.813,2.9787,3.042,1.369,7.361,11.167922497308927,-0.0321380243572394,7,3,True,True,True,True,True,True,B,0.6919144981412639,167.0
Dual Berettas | Anodized Navy (Factory New),True,True,True,0.1219,0.5111418000784274,46,summary,True,True,True,True,True,30.78,35,0.0717679066450103,0.0627069606375451,56,11.061950764021606,7.747118011013071,0.9206551369709972,1.6,0.1093897770772349,0.0242030804207088,0.0063456220280628,0.2573272712511162,0.1369651700901193,0.0025961934942959,2026-05-21T21:52:56.113148+00:00,ok,,best_deal,2026-04-17T07:59:40.212865+00:00,,False,8,31.84,34.316250000000004,1/1->1/1,22.9182,22.377,20.6015,22.0108,24.546,25.575,18.123,27.107,21.701093454110698,-0.0369631931820402,7,3,True,True,True,True,True,True,C,0.06970260223048327,503.0
P250 | Steel Disruption (Factory New),True,True,True,0.1691,0.5818416659558653,65,summary,True,True,True,True,True,16.74,50,0.0580371587852259,0.0626983761229579,60,10.242959440204029,11.7468211974624,0.8856877897990727,1.2,0.0523696682464454,0.011397674469537,0.0066062530978425,0.1834496734969599,0.0983337086241835,-0.0525825995729539,2026-05-21T22:01:00.658448+00:00,ok,,best_deal,2026-04-18T14:27:24.981112+00:00,,True,8,19.6275,20.885,1/1,22.0366,22.645,20.0564,20.744,23.0012,23.1581,15.328,24.419,14.075220315293652,-0.0107809506838331,7,3,True,True,True,True,True,True,C,0.07411710037174721,499.0
MAG-7 | Silver (Factory New),True,True,True,0.1733,0.6253338012909527,37,summary,True,True,True,True,True,29.88,38,0.0461557520324871,0.0625865288249722,74,3.442526661802691,10.048385015131837,0.9015890213073312,1.947368421052632,-0.0319956616052061,0.0126626686650351,-0.0221618687425947,0.2111653963911146,0.0732069572014852,-0.0449394095977638,2026-05-21T22:14:12.169021+00:00,ok,,best_deal,2026-04-18T04:18:53.080469+00:00,,False,8,34.08375,35.78625,1/1->1/1,37.9663,38.766,34.951,38.136,39.443,39.724,16.388,39.784,12.57167540687398,-0.0137487953742371,7,3,True,True,True,True,True,True,C,0.16658921933085502,446.0
UMP-45 | Momentum (Field-Tested),True,True,True,0.0729,0.2041447571914629,95,summary,True,True,True,True,True,4.6,50,0.0613706670260828,0.0608462654906776,309,10.506053573677308,10.506053573677308,0.895639742673338,6.18,0.1390829903321528,0.0093167627927076,0.0224343014995769,0.1221008403361345,0.1221008403361345,-0.0265673798258442,2026-05-21T21:59:23.894721+00:00,ok,,best_deal,2026-04-18T22:19:43.845881+00:00,,True,8,4.79625,5.109999999999999,1/1,5.5587,5.596,5.012,5.302,5.886,5.9804,3.971,6.144,17.42133952183066,0.0751716660643295,7,3,True,True,True,True,True,True,B,0.6426579925650557,192.0
USP-S | Flashback (Factory New),True,True,True,0.2121,0.6446386985723448,135,summary,True,True,True,True,True,5.93,50,0.0617862717858042,0.0587350729765591,348,3.359049930651878,6.371359223300982,0.9373801916932908,6.96,0.0566893424036281,0.0054312916399656,-0.0408487976973176,0.2600858369098712,0.0536480686695279,0.0160909409075477,2026-05-21T21:58:33.255172+00:00,ok,,best_deal,2026-04-19T07:49:45.820999+00:00,,True,8,5.7425,6.12125,2/2,4.6144,4.695,4.401,4.574,4.729,4.738,3.462,6.256,7.303224687933439,-0.0164626424651752,7,3,True,True,True,True,True,True,B,0.6714684014869888,177.0
M4A1-S | Fizzy POP (Factory New),True,True,True,0.2014,0.6469886928854026,179,summary,True,True,True,True,True,13.78,50,0.0663133829099773,0.0586789223422301,137,11.472841683999896,9.708801769305715,0.9038148027388326,2.74,0.113628217076493,0.0192790543194077,0.0386959464749649,0.1672460409424488,0.1211535985580019,-0.0193172027390702,2026-05-21T21:56:19.611349+00:00,ok,,best_deal,2026-04-17T21:23:21.679068+00:00,,True,8,16.8,17.99625,1/1,15.1924,15.335,13.86,14.136,15.879,16.25,12.902,18.874,15.73154998551908,0.0250758875544412,7,3,True,True,True,True,True,True,B,0.35362453531598514,349.0
AWP | Hyper Beast (Battle-Scarred),True,True,True,0.2017,0.6485103634986278,109,summary,True,True,True,True,True,35.25,50,0.0624057388052759,0.0574476154356689,85,1.5529647961516289,4.027272546564102,0.9599466218553848,1.7,0.0454204766901513,0.0057812407298146,0.010920241294311,0.0875274830322149,0.0857112130771437,0.0307602886228146,2026-05-21T21:58:05.087348+00:00,ok,,best_deal,2026-04-17T04:41:19.405651+00:00,,True,8,46.3675,49.47625,1/1,40.2456,40.466,38.8452,40.074,40.699,41.458,36.526,41.907,6.492138271015961,0.0327007083096819,7,3,True,True,True,True,True,True,C,0.20794609665427508,426.0
Five-SeveN | Monkey Business (Field-Tested),True,True,True,0.1719,0.6170957887107371,400,summary,True,True,True,True,True,12.9,50,0.0704896614787487,0.0573068978322424,365,5.639616854896145,5.443393072573721,0.945645863570392,7.3,-0.0565202108963093,0.0016460737537538,-0.0269824038623849,0.1111690634080918,0.0,0.0344372926005329,2026-05-21T21:53:21.766345+00:00,ok,,best_deal,2026-04-17T12:05:33.543172+00:00,,True,8,16.9175,18.23375,1/1,13.7598,13.78,13.031,13.343,14.119,14.4372,10.298,23.555,10.21962528525124,-0.0190044587383962,7,3,True,True,True,True,True,True,B,0.6947026022304832,165.0
Five-SeveN | Buddy (Factory New),True,True,True,0.2295,0.5741440640284572,50,summary,True,True,True,True,True,15.62,43,0.0632284831451398,0.056909941314036,111,9.955346976762604,7.960317224581938,0.9199043634190076,2.581395348837209,-0.0776825714409986,0.0236512506264729,-0.0555723113316858,0.3825984437632634,0.1144541381749587,-0.005293643795542,2026-05-21T21:57:34.527010+00:00,ok,,best_deal,2026-04-17T11:51:24.209915+00:00,,False,8,17.89375,19.1125,1/1->1/1,10.1001,10.038,9.234,9.545,10.5505,11.299,6.482,11.866,20.44534212532549,-0.0616426232409947,7,3,True,True,True,True,True,True,C,0.2955390334572491,380.0
P250 | Asiimov (Battle-Scarred),True,True,True,0.4469,3.75861835625296,74,summary,True,True,True,True,True,12.28,50,0.0486479344527947,0.0562927134847333,263,3.608900360890032,4.891533822486707,0.9515046204881132,5.26,-0.0566949026601277,-0.001220533036914,-0.0276956580462952,0.1076014178810555,0.0172508861756596,0.0156640828921362,2026-05-21T22:11:34.427418+00:00,ok,,best_deal,2026-04-18T12:30:16.532567+00:00,,True,8,13.6225,14.39,1/1,12.5523,12.661,12.047,12.406,12.859,13.0212,8.932,13.527,7.761127442779409,0.0022895941891678,7,3,True,True,True,True,True,True,B,0.5896840148698885,221.0
USP-S | Royal Guard (Minimal Wear),True,True,True,0.1155,0.8823043226712952,400,summary,True,True,True,True,True,4.27,50,0.054579911829387,0.0535331905781584,1313,13.58130429462866,10.081977242138738,0.9002179704528943,26.26,-0.0764331210191082,-0.0238643547450067,-0.0850333378717135,0.3137931034482759,0.0,-0.0175293435620272,2026-05-21T22:03:37.678770+00:00,ok,,best_deal,2026-04-19T07:56:21.261807+00:00,,True,8,4.635,4.905,2/2,4.0865,4.129,3.717,3.786,4.341,4.509,3.611,6.063,19.38088829071333,-0.0952723782097432,7,3,True,True,True,True,True,True,A,0.9200743494423792,44.0
Nova | Gila (Minimal Wear),True,True,True,0.1,0.25975263922979774,81,summary,True,True,True,True,True,3.97,50,0.0480182217799936,0.0534979423868313,97,6.381039197812212,6.346547094040248,0.9361427863163114,1.94,-0.0528565002249211,0.0037289691463584,-0.0392194466859323,0.2735692234623605,0.049156969840893,-0.0060803025521657,2026-05-21T22:11:53.232854+00:00,ok,,best_deal,2026-04-18T09:42:15.924922+00:00,,True,8,4.575,4.805,1/1,4.0589,4.034,3.7764,3.97,4.229,4.314,2.018,4.971,13.244967848431836,0.0516983016983019,7,3,True,True,True,True,True,True,C,0.23698884758364314,412.0
R8 Revolver | Blaze (Factory New),True,True,True,0.1281,0.6054299498628323,400,summary,True,True,True,True,True,4.47,50,0.0520521737660503,0.0531673473511032,536,6.650831353919233,4.408551068883615,0.9551083591331267,10.72,-0.0727836556001458,-0.002078158307065,-0.0413064746519076,0.1725359039937044,0.0241983080857761,0.0293452153108555,2026-05-21T22:07:24.880685+00:00,ok,,best_deal,2026-04-19T03:57:02.085513+00:00,,True,8,5.0912500000000005,5.37,1/2,5.2625,5.168,4.936,5.04,5.39,5.769,2.658,9.422,15.828978622327794,-0.0333745364647712,7,3,True,True,True,True,True,True,A,0.7857806691449815,116.0
FAMAS | Rapid Eye Movement (Battle-Scarred),True,True,True,0.2476,1.4363885088919288,63,summary,True,True,True,True,True,6.62,50,0.0553015822664895,0.0530266819263049,805,3.2759761747187213,2.7299801455989416,0.972568578553616,16.1,-0.0088766946417042,0.0049368661320509,-0.0274392386261903,0.1519296531509525,0.0363133040221462,0.0526617030183431,2026-05-21T22:02:51.411008+00:00,ok,,best_deal,2026-04-17T10:55:03.682221+00:00,,True,8,8.33125,8.8525,1/1,6.044,6.015,5.85,5.918,6.116,6.313,5.426,6.766,7.660489741892788,0.0357564513408668,7,3,True,True,True,True,True,True,A,0.8438661710037175,85.0
UMP-45 | K.O. Factory (Field-Tested),True,True,True,0.1524,0.45370979439693715,378,summary,True,True,True,True,True,5.17,50,0.0524226431833848,0.05217506757453,2214,4.2219659506264575,2.2087136686147564,0.9775392566090242,44.28,0.0106861080595226,0.0010316530460136,-0.0234728456519264,0.1282608695652174,0.0183794466403162,0.0634536348608415,2026-05-21T22:06:41.947801+00:00,ok,,best_deal,2026-04-18T21:32:13.547421+00:00,,True,8,6.83,7.2075,1/1,5.1161,5.031,4.918,4.962,5.178,5.538,4.533,6.127,12.118605969390748,0.0187235755989529,7,3,True,True,True,True,True,True,A,0.9646840148698885,20.0
PP-Bizon | Brass (Factory New),True,True,True,0.1789,0.6344152727868622,153,summary,True,True,True,True,True,7.02,50,0.0491545792168582,0.0517800958459216,73,1.6770446746067431,4.406900728272169,0.9551375276636106,1.46,0.053095238095238,0.0080621969192174,-0.0125825769349853,0.1514808953199186,0.0523777225111161,0.012904274076204,2026-05-21T22:11:22.442090+00:00,ok,,best_deal,2026-04-19T02:52:21.898184+00:00,,True,8,8.91625,9.3825,2/2,6.4399,6.326,6.0422,6.287,6.395,6.5798,4.574,13.08,8.347955713598028,0.0466161855182205,7,3,True,True,True,True,True,True,C,0.13080855018587362,470.0
Five-SeveN | Hybrid (Factory New),True,True,True,0.2265,0.698012603005332,122,summary,True,True,True,True,True,6.64,50,0.0551107936693664,0.0512519293431658,366,1.599892217787429,4.867040536216518,0.9506825938566552,7.32,-0.0416462518373346,-0.0015144690462614,-0.0478264464665754,0.1971710974778459,0.0073278800272665,0.0248428548330157,2026-05-21T22:03:21.377648+00:00,ok,,best_deal,2026-04-17T12:02:13.575846+00:00,,True,8,6.505,6.88375,1/1,5.9379,5.86,5.571,5.799,5.894,5.985,4.965,13.007,6.972161875410508,0.0073819742489271,7,3,True,True,True,True,True,True,B,0.6965613382899628,164.0
Dual Berettas | Melondrama (Field-Tested),True,True,True,0.094,0.409485730042741,400,summary,True,True,True,True,True,7.1,50,0.0554730246704767,0.050422332163064,2237,3.7966547585237818,3.004439395524738,0.9698695847698996,44.74,0.015320541424959,0.0071767848883181,-0.0169289675430799,0.1393934954585409,0.0432903603867564,0.0586345539206439,2026-05-21T22:02:33.233929+00:00,ok,,best_deal,2026-04-17T09:00:04.723497+00:00,,True,8,8.11125,8.5975,1/1,6.6901,6.671,6.47,6.559,6.813,6.903,6.117,7.568,6.472250041105511,0.0312736062849372,7,3,True,True,True,True,True,True,A,0.966542750929368,19.0
G3SG1 | Stinger (Field-Tested),True,True,True,0.111,0.303258316802335,44,summary,True,True,True,True,True,3.93,42,0.0459153953276439,0.048802692324287,162,8.441031999618485,6.326005055081296,0.9368483694358488,3.857142857142857,-0.0736380424746075,-0.016868984960387,-0.0634894523644825,0.2611512584101669,0.0,-0.003617037682609,2026-05-21T22:15:03.440175+00:00,ok,,best_deal,2026-04-17T16:15:32.440771+00:00,,False,8,4.6225000000000005,4.845,1/1->1/1,4.1938,4.201,3.9357,4.047,4.401,4.502,3.237,4.738,13.503266727073289,-0.009380399901259,7,3,True,True,True,True,True,True,B,0.42750929368029744,311.0
P250 | Mint Kimono (Minimal Wear),True,True,True,0.0803,0.2390777752353298,43,summary,True,True,True,True,True,13.63,33,0.0617804029803108,0.0484986394230688,53,5.072473649044819,8.549572521373928,0.9150176199512065,1.606060606060606,-0.0764651100911326,-0.0099441960989122,-0.0315883238622237,0.1410667338927503,0.0060503475348436,-0.0153956320061148,2026-05-21T21:58:48.533850+00:00,ok,,best_deal,2026-04-18T13:36:13.642265+00:00,,False,8,14.755,15.73625,1/1->1/1,14.6674,14.756,13.502,14.326,15.07,15.568,12.272,16.302,14.08565935339596,-0.0308878961329051,7,3,True,True,True,True,True,True,C,0.06017657992565055,510.0
